flow,occupy,speed
203.0,0.0552,64.9
265.0,0.0729,65.8
217.0,0.0621,64.6
190.0,0.0581,61.9
245.0,0.07200000000000001,62.2
212.0,0.0563,65.8
230.0,0.0613,65.9
244.0,0.0687,65.7
226.0,0.0668,63.7
215.0,0.0635,62.8
225.0,0.0669,62.4
217.0,0.0587,64.6
227.0,0.0553,69.3
235.0,0.066,66.9
204.0,0.0569,65.7
256.0,0.0707,65.7
216.0,0.0568,67.0
241.0,0.0622,68.3
200.0,0.0585,65.8
212.0,0.0587,66.0
232.0,0.0624,65.9
194.0,0.054000000000000006,65.3
204.0,0.0575,65.2
265.0,0.0701,67.0
234.0,0.0614,67.4
219.0,0.063,65.5
255.0,0.0693,66.0
232.0,0.0653,65.4
238.0,0.0659,64.9
214.0,0.0594,65.0
195.0,0.0547,64.8
216.0,0.0575,65.9
244.0,0.0641,67.1
206.0,0.0587,65.1
189.0,0.0488,67.3
188.0,0.0521,66.0
259.0,0.0667,67.9
199.0,0.053,67.3
197.0,0.0547,66.1
255.0,0.0736,64.2
184.0,0.0529,63.2
241.0,0.0699,62.8
204.0,0.0565,63.9
199.0,0.0521,66.4
225.0,0.0615,65.8
256.0,0.0686,66.0
268.0,0.0717,66.5
250.0,0.069,65.8
295.0,0.0766,67.4
241.0,0.0639,67.2
275.0,0.0723,67.4
270.0,0.0754,66.0
302.0,0.0768,68.2
247.0,0.0653,67.6
269.0,0.0694,68.4
273.0,0.0747,66.7
232.0,0.064,65.8
263.0,0.0707,65.9
291.0,0.0808,65.2
296.0,0.0842,64.1
268.0,0.0731,64.9
241.0,0.0632,66.4
335.0,0.0945,65.2
271.0,0.0738,65.3
275.0,0.0715,67.1
256.0,0.0788,63.0
248.0,0.0707,62.8
262.0,0.0776,61.7
304.0,0.0895,61.4
266.0,0.0807,60.2
266.0,0.0792,60.3
294.0,0.0887,59.6
252.0,0.0775,58.8
263.0,0.0763,60.2
266.0,0.0778,60.6
210.0,0.0682,58.1
193.0,0.0586,58.9
258.0,0.0761,60.1
221.0,0.0594,64.0
213.0,0.0553,67.0
198.0,0.0573,64.9
236.0,0.0685,64.1
183.0,0.0481,66.4
177.0,0.0474,67.0
169.0,0.0467,66.3
148.0,0.0361,69.9
186.0,0.0524,67.5
141.0,0.0401,66.2
155.0,0.0401,68.6
164.0,0.0428,69.2
108.0,0.0298,66.7
118.0,0.0355,64.8
134.0,0.0403,62.8
124.0,0.0315,66.3
148.0,0.0423,64.9
139.0,0.0328,70.5
106.0,0.0282,69.0
119.0,0.031,69.6
125.0,0.0328,69.1
84.0,0.022000000000000002,68.2
146.0,0.0378,68.8
104.0,0.0268,69.2
126.0,0.0313,69.4
103.0,0.0287,66.8
130.0,0.0316,68.5
129.0,0.034,67.7
105.0,0.0298,65.0
134.0,0.0327,69.1
99.0,0.0233,70.4
107.0,0.0263,69.6
157.0,0.0419,69.0
128.0,0.0308,71.1
129.0,0.0317,70.1
97.0,0.024,69.1
108.0,0.0271,68.3
101.0,0.0232,70.4
88.0,0.0235,67.3
129.0,0.032,67.6
117.0,0.0294,66.2
116.0,0.0285,67.3
108.0,0.027999999999999997,68.3
132.0,0.0323,68.4
60.0,0.0168,67.3
90.0,0.0222,68.1
106.0,0.0259,68.7
86.0,0.0209,68.5
54.0,0.0127,67.2
62.0,0.0127,68.7
87.0,0.019,71.2
54.0,0.0146,68.3
100.0,0.0212,71.8
101.0,0.0255,71.2
78.0,0.0189,68.3
51.0,0.0121,68.0
95.0,0.0172,77.4
86.0,0.0182,74.3
40.0,0.01,70.7
54.0,0.0148,67.6
60.0,0.0142,68.1
66.0,0.0138,68.2
32.0,0.0083,66.4
48.0,0.0116,66.5
64.0,0.0144,66.8
64.0,0.0159,63.8
57.0,0.0116,66.9
56.0,0.0123,68.4
47.0,0.0088,70.3
74.0,0.0128,71.7
47.0,0.0126,68.3
51.0,0.0091,71.3
41.0,0.0079,69.3
60.0,0.011000000000000001,71.7
41.0,0.0081,70.1
17.0,0.0043,69.3
52.0,0.0126,68.6
53.0,0.0124,68.7
25.0,0.0057,68.2
84.0,0.0155,70.2
31.0,0.0046,70.5
41.0,0.0074,70.1
34.0,0.0099,67.5
55.0,0.011000000000000001,70.3
33.0,0.0068,69.2
52.0,0.0119,68.7
25.0,0.0047,68.7
61.0,0.012,70.4
35.0,0.0092,68.0
60.0,0.0161,67.8
28.0,0.0092,66.2
38.0,0.0073,69.9
43.0,0.0113,68.6
63.0,0.0138,71.7
41.0,0.0082,70.2
75.0,0.0164,72.2
63.0,0.0157,70.9
43.0,0.0135,66.8
90.0,0.0205,73.7
71.0,0.0151,75.5
57.0,0.016,68.3
78.0,0.0179,71.0
75.0,0.0197,68.8
92.0,0.021,70.3
77.0,0.023,65.4
103.0,0.0244,68.7
91.0,0.027000000000000003,65.0
104.0,0.0303,63.1
115.0,0.026000000000000002,69.7
136.0,0.0326,73.0
107.0,0.0272,72.1
134.0,0.0326,72.7
119.0,0.0283,73.3
113.0,0.0303,71.1
157.0,0.0437,69.1
165.0,0.0474,67.1
167.0,0.0537,62.5
148.0,0.0438,63.1
211.0,0.062,63.7
208.0,0.0605,63.7
184.0,0.0544,68.3
200.0,0.0608,69.4
282.0,0.0808,71.5
261.0,0.07400000000000001,73.1
333.0,0.095,74.0
372.0,0.1085,73.1
380.0,0.1188,70.4
322.0,0.0966,70.4
491.0,0.1663,66.3
446.0,0.1342,68.0
512.0,0.154,68.8
391.0,0.1204,68.5
471.0,0.152,61.5
478.0,0.1717,55.4
492.0,0.1712,53.2
381.0,0.1256,53.5
436.0,0.1619,50.7
414.0,0.1538,49.1
460.0,0.1652,49.1
437.0,0.1565,49.4
502.0,0.177,49.9
469.0,0.1701,49.4
512.0,0.1785,50.3
427.0,0.1524,49.9
486.0,0.1667,50.8
473.0,0.1748,49.6
502.0,0.1657,51.4
341.0,0.1253,50.2
520.0,0.1895,49.3
450.0,0.1655,48.7
375.0,0.1514,46.2
393.0,0.2302,38.1
419.0,0.125,48.9
501.0,0.1706,50.4
418.0,0.1374,52.3
426.0,0.1598,50.1
488.0,0.1816,48.9
281.0,0.1781,38.4
343.0,0.1693,37.1
408.0,0.172,39.8
491.0,0.1687,45.6
423.0,0.1517,47.7
463.0,0.18600000000000003,46.0
404.0,0.2218,39.5
427.0,0.2401,35.6
426.0,0.2471,33.2
463.0,0.2069,36.9
452.0,0.1773,41.3
355.0,0.1861,37.6
430.0,0.2275,35.5
401.0,0.2013,35.5
456.0,0.1901,39.4
455.0,0.1626,44.6
468.0,0.1678,47.5
474.0,0.1605,50.0
487.0,0.1563,52.6
512.0,0.1857,50.7
468.0,0.1579,52.2
486.0,0.1701,51.2
441.0,0.14800000000000002,52.3
388.0,0.1628,47.4
397.0,0.3144,35.7
467.0,0.2411,35.5
466.0,0.2461,34.6
461.0,0.1766,40.4
445.0,0.18600000000000003,41.5
385.0,0.1421,44.8
347.0,0.0978,53.8
327.0,0.1031,55.4
283.0,0.0841,56.9
338.0,0.1063,56.6
321.0,0.0983,57.6
303.0,0.0889,58.5
298.0,0.0876,60.1
329.0,0.1039,58.5
243.0,0.0676,60.0
273.0,0.0812,60.0
304.0,0.0914,59.2
269.0,0.0793,59.6
252.0,0.0812,58.5
258.0,0.0725,60.7
242.0,0.0728,59.2
229.0,0.0637,61.6
286.0,0.0873,59.8
248.0,0.0706,61.3
262.0,0.0743,61.4
242.0,0.1005,56.5
252.0,0.0741,58.3
270.0,0.0806,59.1
222.0,0.0651,59.5
254.0,0.0707,61.3
250.0,0.0686,62.5
264.0,0.0693,64.4
250.0,0.073,62.4
197.0,0.06,60.2
241.0,0.0749,59.0
183.0,0.054000000000000006,59.5
244.0,0.0691,60.7
214.0,0.0594,62.2
215.0,0.0592,63.7
221.0,0.0625,62.1
167.0,0.0458,63.3
252.0,0.0703,63.3
225.0,0.0622,63.7
274.0,0.0812,62.2
279.0,0.0768,63.2
210.0,0.0578,63.2
273.0,0.0737,64.2
225.0,0.0623,63.5
233.0,0.066,63.2
226.0,0.0656,61.5
251.0,0.0691,62.5
247.0,0.0707,61.8
219.0,0.0622,61.9
270.0,0.0726,63.4
229.0,0.0644,63.2
239.0,0.0626,64.8
234.0,0.0685,62.8
237.0,0.0654,62.6
215.0,0.0589,63.7
196.0,0.0543,63.7
198.0,0.0528,64.4
235.0,0.0626,65.5
245.0,0.0725,62.3
225.0,0.0628,62.8
226.0,0.0615,64.2
206.0,0.0571,63.8
180.0,0.0488,64.2
218.0,0.0582,65.2
164.0,0.0468,63.5
236.0,0.0658,63.6
237.0,0.0675,62.9
244.0,0.0651,64.1
224.0,0.0623,63.4
199.0,0.0533,64.4
276.0,0.0753,64.2
266.0,0.0693,65.2
275.0,0.08,62.7
244.0,0.064,64.5
264.0,0.0737,63.6
260.0,0.0722,63.2
273.0,0.0719,64.5
306.0,0.0809,65.6
313.0,0.0834,65.1
241.0,0.0636,65.3
223.0,0.0604,64.8
219.0,0.0585,64.9
268.0,0.0756,63.6
317.0,0.0882,63.2
249.0,0.0683,63.4
251.0,0.0669,64.4
221.0,0.0566,66.1
299.0,0.084,64.5
236.0,0.0646,64.1
292.0,0.0848,62.2
248.0,0.0666,63.4
255.0,0.0697,63.7
301.0,0.0832,63.5
339.0,0.0956,62.8
218.0,0.0585,63.9
282.0,0.0758,64.4
262.0,0.0734,63.3
247.0,0.0679,63.4
258.0,0.0722,63.1
213.0,0.0606,62.5
257.0,0.0719,62.0
231.0,0.0654,61.7
197.0,0.054000000000000006,63.1
242.0,0.0709,62.0
262.0,0.0721,63.7
220.0,0.0624,62.6
205.0,0.054000000000000006,64.7
206.0,0.0597,63.5
161.0,0.0456,62.9
206.0,0.0573,63.2
202.0,0.0462,70.0
195.0,0.0557,66.4
191.0,0.0524,66.0
130.0,0.0371,64.3
172.0,0.0508,63.1
129.0,0.035,63.5
142.0,0.038,64.6
151.0,0.0432,63.4
139.0,0.0345,66.4
131.0,0.0361,65.1
146.0,0.0348,68.6
127.0,0.0356,65.8
147.0,0.0379,66.7
129.0,0.0344,65.9
180.0,0.0468,66.5
128.0,0.0356,65.1
139.0,0.0358,66.4
109.0,0.0274,66.4
127.0,0.0336,65.9
131.0,0.0313,68.5
118.0,0.0293,69.7
140.0,0.0387,66.8
116.0,0.0287,67.7
131.0,0.0331,68.1
139.0,0.0406,64.8
128.0,0.0307,70.4
121.0,0.0289,70.2
132.0,0.0352,67.8
96.0,0.0248,67.4
96.0,0.0236,68.5
129.0,0.0343,67.8
110.0,0.0259,70.1
94.0,0.0232,69.1
105.0,0.0253,69.7
93.0,0.0222,70.8
96.0,0.0254,68.3
81.0,0.0203,68.3
114.0,0.0289,69.6
105.0,0.0239,71.8
109.0,0.0243,74.9
79.0,0.0211,69.8
81.0,0.0243,65.3
89.0,0.0262,62.4
91.0,0.0237,63.4
64.0,0.015,66.0
97.0,0.0207,69.6
87.0,0.0215,70.3
51.0,0.0127,67.3
72.0,0.0177,69.1
56.0,0.0156,67.1
68.0,0.0171,68.0
73.0,0.0159,70.1
60.0,0.0142,70.1
59.0,0.0165,67.9
80.0,0.0176,68.8
48.0,0.0117,67.9
66.0,0.0126,71.4
64.0,0.0171,67.2
32.0,0.0077,67.5
54.0,0.0126,69.0
44.0,0.0082,70.0
81.0,0.0161,72.8
57.0,0.0102,73.4
53.0,0.0115,70.8
37.0,0.009000000000000001,68.6
44.0,0.0108,67.7
23.0,0.0074,67.1
22.0,0.0068,66.5
50.0,0.0121,66.1
44.0,0.011000000000000001,65.1
45.0,0.01,65.9
34.0,0.0078,66.6
48.0,0.0105,67.3
33.0,0.0083,66.9
49.0,0.0111,68.8
32.0,0.0066,68.6
57.0,0.0133,66.4
43.0,0.0082,68.5
59.0,0.0106,70.4
44.0,0.0078,70.5
30.0,0.0075,68.4
40.0,0.0112,67.3
32.0,0.0095,67.5
42.0,0.0126,66.7
49.0,0.0151,64.8
49.0,0.0086,68.0
47.0,0.0085,69.3
45.0,0.0115,66.5
60.0,0.015,66.7
57.0,0.0139,67.9
41.0,0.0117,66.7
31.0,0.0088,66.9
49.0,0.015,65.9
84.0,0.0184,71.3
70.0,0.0163,69.1
47.0,0.0131,67.9
92.0,0.026000000000000002,65.9
93.0,0.0224,66.4
100.0,0.0244,66.3
120.0,0.028999999999999998,67.9
104.0,0.0279,66.9
103.0,0.0291,67.0
112.0,0.0262,70.5
102.0,0.0196,76.0
129.0,0.0331,72.1
129.0,0.0325,70.7
137.0,0.0412,66.1
151.0,0.0433,64.9
170.0,0.0492,64.0
162.0,0.043,65.8
196.0,0.0541,66.2
183.0,0.0527,65.1
166.0,0.0485,63.2
198.0,0.0607,66.1
200.0,0.0607,67.5
260.0,0.0793,68.1
260.0,0.0778,68.7
289.0,0.0868,68.5
279.0,0.0867,67.7
354.0,0.1116,66.3
325.0,0.1013,66.2
264.0,0.0764,68.4
283.0,0.0834,69.7
308.0,0.0898,70.1
429.0,0.1732,60.3
383.0,0.1926,48.2
486.0,0.2296,43.4
409.0,0.2113,39.2
371.0,0.2214,34.8
459.0,0.2113,37.0
434.0,0.2403,34.9
347.0,0.2031,33.2
378.0,0.2006,33.7
329.0,0.1918,32.5
352.0,0.1821,33.6
390.0,0.1684,38.0
328.0,0.1529,38.5
497.0,0.2069,41.1
465.0,0.1875,43.0
491.0,0.1758,46.7
368.0,0.1298,49.3
488.0,0.1782,49.8
420.0,0.1657,48.4
428.0,0.1804,45.9
469.0,0.1957,45.0
475.0,0.1925,45.1
450.0,0.1489,50.0
400.0,0.1171,56.4
269.0,0.0825,58.2
329.0,0.1013,58.8
357.0,0.1064,60.0
350.0,0.1107,58.7
334.0,0.0983,60.6
394.0,0.1166,60.8
385.0,0.1163,60.5
352.0,0.1099,59.6
380.0,0.1174,59.4
361.0,0.1077,60.0
408.0,0.1286,59.2
412.0,0.131,58.3
425.0,0.1539,54.4
378.0,0.1216,55.4
358.0,0.11199999999999999,56.9
397.0,0.1552,53.0
379.0,0.1132,56.9
356.0,0.1169,56.0
400.0,0.1314,55.9
413.0,0.1362,55.7
322.0,0.0962,58.3
356.0,0.1108,58.3
272.0,0.0802,60.0
386.0,0.1182,59.8
309.0,0.0953,59.3
255.0,0.0757,60.4
246.0,0.0686,62.7
254.0,0.0764,61.4
286.0,0.0745,65.1
267.0,0.0783,63.8
264.0,0.0826,61.3
308.0,0.0903,61.4
290.0,0.0788,63.8
237.0,0.0702,62.8
250.0,0.0696,63.8
256.0,0.0773,62.5
266.0,0.0773,63.1
240.0,0.065,65.4
241.0,0.0701,63.8
217.0,0.0615,64.0
228.0,0.0628,65.2
251.0,0.0773,62.1
255.0,0.0733,63.0
233.0,0.0615,66.3
268.0,0.0781,64.2
213.0,0.0572,66.3
138.0,0.0359,68.1
111.0,0.0295,67.7
161.0,0.0459,66.1
171.0,0.0451,66.8
209.0,0.0556,67.7
167.0,0.0481,65.7
173.0,0.0497,64.8
245.0,0.0707,64.3
222.0,0.0614,64.9
224.0,0.0651,63.6
224.0,0.0614,64.9
236.0,0.0664,64.6
227.0,0.0628,65.2
202.0,0.0565,65.0
212.0,0.0584,65.4
215.0,0.0566,66.7
201.0,0.0523,67.7
223.0,0.0619,66.3
302.0,0.0861,64.7
209.0,0.0591,64.2
194.0,0.053,65.1
206.0,0.0549,66.6
232.0,0.0661,64.7
194.0,0.0528,65.5
237.0,0.0649,65.6
254.0,0.0691,65.7
207.0,0.0599,64.2
223.0,0.0611,65.1
210.0,0.0599,64.0
230.0,0.0622,65.8
232.0,0.0636,66.1
233.0,0.0643,65.9
147.0,0.0421,64.1
205.0,0.0622,63.1
215.0,0.0581,65.0
251.0,0.0666,66.4
253.0,0.0724,64.5
216.0,0.0612,64.5
243.0,0.0633,66.6
222.0,0.0608,66.1
176.0,0.0472,66.4
274.0,0.078,65.1
217.0,0.0574,66.6
245.0,0.0638,67.8
256.0,0.0702,66.8
205.0,0.0552,67.1
209.0,0.0514,69.7
243.0,0.0646,68.9
241.0,0.0649,67.6
238.0,0.0652,66.6
195.0,0.0553,65.5
227.0,0.0562,68.6
206.0,0.0547,67.7
188.0,0.0498,68.0
225.0,0.0598,68.0
217.0,0.0607,66.1
275.0,0.0739,66.6
260.0,0.0734,65.1
246.0,0.0646,66.6
299.0,0.0816,66.5
259.0,0.0636,69.5
248.0,0.0666,68.2
274.0,0.0748,66.9
223.0,0.061,66.5
265.0,0.0713,66.7
235.0,0.0639,66.2
210.0,0.0569,66.3
249.0,0.0668,66.6
294.0,0.0839,65.0
265.0,0.0709,66.0
257.0,0.0739,64.3
243.0,0.067,64.7
265.0,0.0703,66.2
223.0,0.059000000000000004,67.1
236.0,0.0683,64.9
269.0,0.0769,64.1
191.0,0.053,64.2
279.0,0.0792,63.8
271.0,0.081,62.1
268.0,0.0817,60.5
239.0,0.0659,62.9
260.0,0.0727,63.8
219.0,0.062,63.6
232.0,0.0614,66.0
251.0,0.068,66.0
221.0,0.0639,64.0
219.0,0.0648,62.3
245.0,0.0667,65.5
246.0,0.0658,67.5
195.0,0.0495,70.0
243.0,0.0693,67.8
173.0,0.0502,65.9
185.0,0.0465,68.9
197.0,0.08900000000000001,58.0
120.0,0.0337,62.5
231.0,0.0741,60.6
128.0,0.0369,62.0
238.0,0.0597,67.8
198.0,0.0498,70.1
134.0,0.0374,68.2
167.0,0.0461,67.6
136.0,0.0348,69.0
109.0,0.0296,68.3
128.0,0.0337,68.6
139.0,0.0394,67.1
156.0,0.0404,67.9
170.0,0.0394,73.3
139.0,0.0413,68.3
135.0,0.0352,68.8
168.0,0.0465,67.7
111.0,0.0314,67.5
152.0,0.0412,65.6
139.0,0.038,64.4
120.0,0.03,66.8
129.0,0.0332,66.9
137.0,0.0378,65.2
118.0,0.0323,63.9
121.0,0.032,65.6
140.0,0.038,64.8
141.0,0.036000000000000004,65.9
142.0,0.0338,69.0
136.0,0.0324,69.2
177.0,0.0449,69.1
125.0,0.033,67.6
141.0,0.0398,64.9
102.0,0.0284,62.9
116.0,0.0301,64.3
120.0,0.0319,64.5
105.0,0.0273,64.9
127.0,0.0327,66.0
140.0,0.0347,66.9
121.0,0.0381,62.6
111.0,0.025,67.1
118.0,0.0284,69.0
87.0,0.0208,68.8
98.0,0.0228,70.9
94.0,0.0229,69.7
91.0,0.0364,58.6
69.0,0.0162,63.6
84.0,0.0232,64.1
88.0,0.0231,65.8
75.0,0.0168,67.8
90.0,0.0219,68.6
78.0,0.0215,67.8
82.0,0.0182,70.1
78.0,0.0178,70.9
90.0,0.0198,71.3
64.0,0.016,67.8
58.0,0.0113,69.4
50.0,0.0112,68.3
89.0,0.0197,68.2
69.0,0.0183,66.2
92.0,0.019,70.1
69.0,0.0158,66.9
66.0,0.0148,68.0
67.0,0.0141,69.6
77.0,0.0167,71.9
69.0,0.0148,70.7
61.0,0.0139,71.7
34.0,0.0092,66.4
44.0,0.0077,70.2
55.0,0.0138,66.5
53.0,0.0119,67.1
49.0,0.0096,68.1
58.0,0.0098,70.8
40.0,0.0091,68.5
43.0,0.0081,69.1
44.0,0.0094,68.5
88.0,0.0161,72.6
72.0,0.0164,69.3
58.0,0.0125,69.3
40.0,0.0091,68.8
50.0,0.0105,69.5
44.0,0.0092,70.0
42.0,0.0089,69.1
82.0,0.0139,74.8
68.0,0.0122,72.9
44.0,0.0092,70.6
69.0,0.0132,71.7
34.0,0.0063,71.1
68.0,0.0139,70.4
61.0,0.0118,70.6
43.0,0.0071,70.7
54.0,0.0096,71.9
77.0,0.0136,75.2
28.0,0.0064,70.8
49.0,0.0128,69.0
81.0,0.0153,71.6
67.0,0.0166,69.4
53.0,0.0133,68.5
58.0,0.0118,70.1
75.0,0.0176,71.3
81.0,0.0196,68.8
54.0,0.0137,68.4
79.0,0.0193,68.0
72.0,0.018000000000000002,67.7
82.0,0.0152,71.7
54.0,0.0135,69.2
82.0,0.019,71.3
65.0,0.0159,68.0
51.0,0.0161,66.4
85.0,0.0219,67.1
82.0,0.0193,67.7
79.0,0.0152,70.6
92.0,0.0231,69.1
81.0,0.0203,68.5
73.0,0.0159,68.9
81.0,0.024,66.3
92.0,0.0218,69.6
84.0,0.0201,69.7
101.0,0.026000000000000002,69.7
118.0,0.0283,72.4
117.0,0.0294,70.5
118.0,0.0324,68.5
117.0,0.027999999999999997,70.3
126.0,0.0329,69.7
105.0,0.0278,69.1
107.0,0.0348,63.6
103.0,0.0254,67.7
112.0,0.0273,68.8
132.0,0.0339,67.7
109.0,0.0283,68.0
134.0,0.0344,68.1
130.0,0.0352,67.1
180.0,0.0466,67.5
159.0,0.0462,65.2
208.0,0.0509,68.8
166.0,0.0379,72.3
175.0,0.0442,70.8
160.0,0.0383,71.9
177.0,0.046,70.0
190.0,0.0499,68.4
177.0,0.0444,69.8
161.0,0.0391,70.1
182.0,0.0495,66.9
175.0,0.0481,65.1
194.0,0.047,68.2
215.0,0.0551,68.0
231.0,0.0582,68.3
177.0,0.0486,65.9
237.0,0.0614,66.9
170.0,0.0447,66.4
226.0,0.0585,67.1
210.0,0.0572,64.9
161.0,0.0429,64.6
191.0,0.046,67.4
185.0,0.0493,65.9
155.0,0.0424,64.0
209.0,0.0568,64.2
196.0,0.0471,67.4
252.0,0.0641,67.5
217.0,0.057999999999999996,65.6
235.0,0.063,64.9
249.0,0.0622,66.3
209.0,0.0526,67.2
208.0,0.0531,67.0
141.0,0.0359,67.1
209.0,0.0582,64.6
192.0,0.0513,63.8
226.0,0.0596,64.5
208.0,0.0556,64.4
230.0,0.0603,64.6
226.0,0.0614,64.0
256.0,0.063,66.7
276.0,0.0757,64.3
245.0,0.0638,64.9
192.0,0.0533,63.4
229.0,0.0619,63.1
238.0,0.0601,64.7
256.0,0.067,65.0
219.0,0.0554,66.1
264.0,0.0669,66.4
247.0,0.0595,68.1
260.0,0.0635,68.7
220.0,0.0573,66.9
274.0,0.0742,64.7
237.0,0.0646,63.5
248.0,0.0656,63.9
322.0,0.0839,64.2
221.0,0.0577,64.6
255.0,0.0684,64.3
271.0,0.0715,64.1
276.0,0.0697,65.5
266.0,0.0701,65.1
276.0,0.0738,64.3
287.0,0.0727,65.3
232.0,0.0621,64.6
302.0,0.0807,64.0
288.0,0.0709,66.0
307.0,0.0842,64.3
258.0,0.0691,63.4
255.0,0.0687,63.4
283.0,0.0748,63.8
243.0,0.0663,63.2
298.0,0.0831,61.9
307.0,0.0809,63.2
293.0,0.0791,63.1
255.0,0.0685,62.8
334.0,0.0901,62.9
277.0,0.0809,60.8
282.0,0.0785,60.9
331.0,0.0906,61.2
292.0,0.0848,60.1
308.0,0.0823,61.9
326.0,0.0897,61.9
323.0,0.085,63.2
290.0,0.0809,62.3
305.0,0.0896,60.3
327.0,0.0866,62.3
261.0,0.0686,63.1
298.0,0.0773,64.4
326.0,0.0878,63.7
334.0,0.092,63.0
338.0,0.0945,61.5
305.0,0.0889,60.0
287.0,0.084,58.9
321.0,0.0857,61.3
303.0,0.0849,61.0
279.0,0.0767,61.7
329.0,0.0935,61.0
256.0,0.0765,58.9
309.0,0.0848,60.5
294.0,0.0802,61.4
205.0,0.0522,63.4
288.0,0.0785,63.2
309.0,0.0809,63.9
193.0,0.0506,63.9
274.0,0.0719,64.0
252.0,0.0682,63.3
296.0,0.0828,62.2
235.0,0.0648,61.9
239.0,0.0718,59.9
253.0,0.0703,60.6
262.0,0.0746,60.1
269.0,0.0736,61.1
279.0,0.0773,61.2
310.0,0.0818,62.6
312.0,0.0833,63.1
280.0,0.0767,62.8
272.0,0.075,62.2
292.0,0.0755,63.7
287.0,0.0737,64.8
275.0,0.0736,64.1
307.0,0.0814,64.0
283.0,0.0753,63.7
263.0,0.0693,63.6
295.0,0.08199999999999999,62.6
270.0,0.0735,62.3
248.0,0.0684,62.1
303.0,0.0791,63.5
283.0,0.0805,61.9
254.0,0.0658,64.1
285.0,0.0728,65.8
179.0,0.0492,63.9
309.0,0.0895,62.5
301.0,0.0818,62.7
274.0,0.0749,62.4
273.0,0.0751,62.8
250.0,0.0658,64.1
292.0,0.071,66.6
253.0,0.0661,66.6
241.0,0.0677,63.9
285.0,0.0767,63.6
287.0,0.0783,64.0
248.0,0.064,64.8
236.0,0.0633,64.4
271.0,0.0769,63.0
254.0,0.0716,62.5
274.0,0.0722,63.8
324.0,0.0916,62.7
180.0,0.0476,63.3
263.0,0.0736,62.8
242.0,0.0692,62.2
238.0,0.0618,63.5
224.0,0.0594,64.4
231.0,0.062,65.7
226.0,0.0609,66.2
225.0,0.0596,67.3
237.0,0.0625,67.7
233.0,0.0593,69.7
220.0,0.0571,69.6
205.0,0.0537,69.1
221.0,0.0518,72.9
202.0,0.0535,70.8
201.0,0.0513,70.4
171.0,0.0517,65.0
181.0,0.0505,65.0
169.0,0.0441,66.5
210.0,0.0567,66.2
219.0,0.0576,67.2
182.0,0.0471,67.9
181.0,0.0459,68.7
191.0,0.0492,68.9
187.0,0.0491,68.1
159.0,0.0389,70.6
187.0,0.049,69.1
173.0,0.0478,67.1
145.0,0.038,67.3
134.0,0.0376,65.7
159.0,0.042,66.5
184.0,0.0511,65.2
210.0,0.0516,68.6
171.0,0.0448,68.1
197.0,0.0502,68.7
160.0,0.0423,67.8
169.0,0.0428,68.6
167.0,0.0424,68.6
207.0,0.0457,74.3
179.0,0.0456,71.1
159.0,0.0424,68.8
180.0,0.0462,69.3
143.0,0.0362,67.1
155.0,0.0382,67.4
165.0,0.0442,65.0
193.0,0.0505,64.8
180.0,0.045,65.4
140.0,0.035,66.0
183.0,0.0508,63.6
146.0,0.0351,66.9
171.0,0.0457,65.1
159.0,0.0402,65.8
180.0,0.0422,68.9
156.0,0.0394,67.6
123.0,0.0292,69.1
127.0,0.0302,69.5
133.0,0.0321,68.6
139.0,0.032,71.0
88.0,0.0229,66.7
114.0,0.0264,69.0
97.0,0.0247,66.9
112.0,0.0276,68.8
100.0,0.0264,66.9
78.0,0.0187,67.6
110.0,0.0239,71.0
84.0,0.019,71.2
90.0,0.0194,68.8
80.0,0.0186,67.1
102.0,0.0222,68.3
101.0,0.0241,66.3
78.0,0.0193,65.4
70.0,0.0192,63.3
52.0,0.0129,64.8
59.0,0.0138,65.0
49.0,0.0104,66.4
71.0,0.0145,68.5
71.0,0.0148,69.2
37.0,0.0085,68.5
81.0,0.0142,71.3
82.0,0.0143,73.4
63.0,0.0125,70.1
47.0,0.0113,67.6
80.0,0.0155,70.6
45.0,0.0097,67.7
36.0,0.0087,67.1
47.0,0.0103,67.6
51.0,0.0104,67.8
71.0,0.0102,74.5
62.0,0.0127,71.2
41.0,0.0079,69.2
45.0,0.0086,68.8
57.0,0.01,69.6
43.0,0.0081,69.4
27.0,0.0055,68.4
37.0,0.008,67.5
28.0,0.0056,67.6
59.0,0.0104,70.4
44.0,0.0111,66.5
30.0,0.008,65.3
38.0,0.0072,66.7
45.0,0.0081,67.4
38.0,0.0072,68.3
27.0,0.0047,68.7
69.0,0.012,70.6
48.0,0.0086,70.6
43.0,0.0101,68.8
59.0,0.013000000000000001,68.1
62.0,0.0121,70.4
29.0,0.0065,68.1
57.0,0.011000000000000001,68.8
64.0,0.0133,69.0
71.0,0.0144,68.9
47.0,0.0118,66.3
68.0,0.0131,66.9
57.0,0.012,66.2
59.0,0.0108,69.1
51.0,0.0098,68.6
45.0,0.0101,67.3
83.0,0.0143,72.7
50.0,0.0098,70.9
56.0,0.0154,66.6
54.0,0.013000000000000001,66.4
65.0,0.0169,64.7
61.0,0.0141,66.3
58.0,0.0148,65.3
78.0,0.0145,68.1
56.0,0.0135,66.1
51.0,0.0145,65.4
73.0,0.0156,67.2
65.0,0.0131,69.1
92.0,0.0195,68.4
92.0,0.0198,68.6
99.0,0.0208,68.3
121.0,0.0277,68.5
103.0,0.0223,68.4
100.0,0.0236,67.3
